Revenue Passenger-miles (the number of passengers and the distance flown in thousands (000)) (Southwest Airlines - All Airports ),,,,
Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2020,10,"3,977,710","69,098","4,046,808"
2020,11,"3,983,342","99,086","4,082,428"
2020,12,"4,523,754","131,941","4,655,694"
2020,TOTAL,"52,988,069","1,236,016","54,224,085"
2021,1,"3,832,821",,
2021,2,"3,720,636",,
2021,3,"6,935,011",,
2021,TOTAL,"14,488,468",0,0
,,,,
Note: All numbers are for scheduled services. Details may not add due to rounding.,,,,
,,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,,
